company,city,country,component,location_source_url,component_source_url,confidence,notes
h-one,Saitama,Japan,automotive body-frame stamped parts,https://www.marklines.com/en/top500/h-one,https://www.h1-co.jp/eng/products/products/,high,"HQ Omiya, Saitama (TSE:5989). Auto body-frame stampings (incl. ultra-high-strength steel), welding, dies; Honda-group Tier-1 (Fit/Vezel/N-WGN). NAME NOTE: similar profile to G-Tekt (also Saitama Honda body-frame stamper) but a distinct company."
iat automobile technology,Beijing,China,automotive engineering & design services,http://www.iat-auto.com/en/about.php,"https://baike.baidu.com/en/item/IAT%20Automotive%20Technology%20Co.,%20Ltd./46724",high,"HQ Beijing Economic-Tech Dev Zone (SZSE:300825). China's first listed independent auto-design house - turnkey vehicle/engine/EV engineering, styling, CAE, prototyping, tooling. SERVICE/engineering firm."
nisshinbo,Tokyo,Japan,automotive brake friction materials,https://en.wikipedia.org/wiki/Nisshinbo_Holdings,https://www.nisshinbo.co.jp/english/field/brake.html,medium,"Nisshinbo Holdings, HQ Nihonbashi, Chuo, Tokyo (TSE:3105). DIVERSIFIED (micro-devices/electronics, textiles, chemicals, papers, real estate); auto slice = brake friction materials (Nisshinbo Brake + TMD Friction = world's largest brake-friction maker)."
lg chem,Seoul,South Korea,petrochemicals & battery cathode materials,https://en.wikipedia.org/wiki/LG_Chem,https://www.lgchem.com/company/company-information/about,medium,"HQ Seoul (KRX:051910). DIVERSIFIED - Petrochemical + Advanced Materials (battery cathode materials, engineering plastics/ABS) + Life Science; battery cells are via spun-off LG Energy Solution. Reported the cathode/petrochemical slice per rule."
samsung c&t,Seoul,South Korea,construction/engineering & materials trading,https://en.wikipedia.org/wiki/Samsung_C%26T_Corporation,https://www.emis.com/php/company-profile/KR/Samsung_C_T_Corporation_en_3949276.html,medium,"HQ Seoul (KRX:028260). DIVERSIFIED conglomerate (Construction, Trading, Fashion, Resort, Bio, Food); supply-chain slice = E&C + Trading (steel/chemicals/materials) linking the steel/power disruptions to auto. Not a discrete parts maker."
sapura industrial bhd,Bandar Baru Bangi,Malaysia,machined engine/brake parts & suspension (stabilizer bars),https://sapuraindustrial.com.my/corporate-information/,https://www.marklines.com/en/top500/sapura-industrial,high,"HQ Bandar Baru Bangi, Selangor (KLSE:SAPIND) - CORRECTED from an assumed Shah Alam. Machined engine/transmission/brake parts + coil springs, stabilizer bars, strut & chassis modules; Malaysia's largest machining firm."
shell,London,United Kingdom,refined fuels & lubricants,https://en.wikipedia.org/wiki/Shell_plc,https://www.globaldata.com/company-profile/royal-dutch-shell-plc/,high,"HQ London (LSE:SHEL, ex-Royal Dutch Shell). Global refining/petrochemicals; fuels, Helix/Rimula lubricants, bitumen, LPG + petrochemical feedstocks."
hd hyundai heavy industries,Ulsan,South Korea,shipbuilding & marine engines,https://en.wikipedia.org/wiki/HD_Hyundai_Heavy_Industries,https://www.hd.com/en/business/shipbuilding/hhi/contents,high,"HQ & yard Ulsan (KRX:329180). World's largest shipbuilder + marine engines/machinery, offshore, naval. GRAPH-FIT FLAG: a shipbuilder's link to auto (VW) via POSCO steel is loose - likely a shared-steel-supplier edge."
posco international,Seoul,South Korea,steel & materials trading,https://en.wikipedia.org/wiki/POSCO_International,https://www.poscointl.com/eng,high,"HQ Seoul (KRX:047050, ex-Daewoo International). POSCO group trading arm - steel & steel raw materials (auto sheet, HRC/CRC), plus battery materials, gas/LNG, eco-car-parts. Trading company."
apple,Cupertino,United States,"consumer electronics (smartphones, computers)",https://en.wikipedia.org/wiki/Apple_Park,https://www.dnb.com/business-directory/company-profiles.apple_inc.ec7f550b3a97b94d919d837672573959.html,high,"HQ Apple Park, Cupertino, California (NASDAQ:AAPL). iPhone/Mac/iPad/Watch etc. (manufacturing outsourced). GRAPH-FIT FLAG: Apple's link to automakers via steel disruptions looks like a shared-supplier artifact (its car project was cancelled)."
thyssenkrupp,Essen,Germany,automotive flat steel & chassis/powertrain components,https://en.wikipedia.org/wiki/ThyssenKrupp,https://www.thyssenkrupp-automotive-technology.com/en/products-and-services,medium,"HQ Essen; steel operations Duisburg (FRA:TKA). DIVERSIFIED (steel, materials services, automotive technology, marine, industrial); auto slice = flat/AHSS steel + components (steering, dampers, springs, camshafts, axle assembly)."
arcelormittal,Luxembourg City,Luxembourg,flat-rolled automotive steel (AHSS),https://en.wikipedia.org/wiki/ArcelorMittal,https://europe.arcelormittal.com/aboutarcelormittaleurope/who/contactsflat,high,"HQ Luxembourg City (AMS:MT). World's largest steelmaker (ex-China); flat products - HRC/CRC, coated, advanced high-strength & electrical steels for automotive/e-mobility."
eni,Rome,Italy,"oil, gas & refined fuels",https://en.wikipedia.org/wiki/Eni,https://www.globaldata.com/company-profile/eni-spa/,high,"HQ EUR district, Rome (BIT:ENI). Integrated energy - oil & gas E&P, refining (fuels), petrochemicals; the Gazprom gas-cut link ties to its gas supply."
mitsui,Tokyo,Japan,steel & metals trading,https://en.wikipedia.org/wiki/Mitsui_%26_Co.,https://www.mitsui.com/us/en/company/profile/index.html,medium,"Mitsui & Co (sogo shosha), HQ Otemachi, Chiyoda, Tokyo (TSE:8031). DIVERSIFIED trading house; supply-chain slice = iron & steel products + mineral/metal resources (iron ore, ferroalloys, nickel). Trader, not a maker."
toray industries,Tokyo,Japan,carbon-fiber composites & engineering resins,https://en.wikipedia.org/wiki/Toray_Industries,https://www.cf-composites.toray/,medium,"HQ Nihonbashi, Chuo, Tokyo (TSE:3402). DIVERSIFIED (fibers/textiles, functional chemicals, films); auto slice = carbon-fiber composites (world's largest producer) + nylon/ABS engineering resins."
skf ab,Gothenburg,Sweden,rolling bearings & seals,https://en.wikipedia.org/wiki/SKF,https://www.globaldata.com/company-profile/ab-skf/,high,"HQ Gothenburg (STO:SKF-B). World's largest bearing maker - ball/roller bearings, seals, bearing units, lubrication, mechatronics."
akzo nobel,Amsterdam,Netherlands,paints & coatings (incl. automotive refinish),https://en.wikipedia.org/wiki/AkzoNobel,https://www.akzonobel.com/en/countries/united-states/about-us,high,"HQ Amsterdam (AMS:AKZA). World #3 paints/coatings; brands Dulux, Sikkens (automotive & vehicle refinish), International, Interpon."
axalta coating systems,Philadelphia,United States,automotive coatings & paints,https://en.wikipedia.org/wiki/Axalta,https://ir.axalta.com/company-information,high,"Global HQ Philadelphia Navy Yard (NYSE:AXTA, ex-DuPont Performance Coatings). Liquid & powder coatings for light/commercial vehicles, refinish & industrial."
mahle,Stuttgart,Germany,engine (piston) & thermal-management components,https://en.wikipedia.org/wiki/Mahle_GmbH,https://www.globaldata.com/company-profile/mahle-gmbh/,high,"HQ Stuttgart. Tier-1 - piston/cylinder systems, filtration, thermal management (AC), e-drives/actuators, control electronics."
saudi arabian oil,Dhahran,Saudi Arabia,crude oil & petroleum products,https://en.wikipedia.org/wiki/Saudi_Aramco,https://www.globaldata.com/company-profile/saudi-arabian-oil-co/,high,"Saudi Aramco, HQ Dhahran (Tadawul:2222). World's largest oil producer (~12M bbl/day) - crude, refined fuels, petrochemicals."
volvo ab,Gothenburg,Sweden,trucks & buses (commercial vehicles),https://en.wikipedia.org/wiki/Volvo,https://www.volvogroup.com/en/about-us.html,high,"AB Volvo (Volvo Group), HQ Gothenburg (STO:VOLV-B). Trucks, buses, construction equipment, marine/industrial engines. NAME NOTE: the commercial-vehicle group - distinct from Volvo Cars (passenger, separate row)."
sk,Seoul,South Korea,investment holding (SK Group - batteries/energy/materials),https://en.wikipedia.org/wiki/SK_Inc.,https://www.globaldata.com/company-profile/sk-inc/,medium,"SK Inc (ex-SK Holdings), HQ Seoul (KRX:034730) - the SK Group holding company. DIVERSIFIED; auto/supply-chain exposure via subsidiaries - SK Innovation/SK On (EV batteries), SK Energy (fuels), SKC (materials). Not a discrete parts maker."
aluminum corp of china,Beijing,China,alumina & primary aluminium,https://en.wikipedia.org/wiki/Aluminum_Corporation_of_China_Limited,https://www.globaldata.com/company-profile/aluminum-corporation-of-china-ltd/,high,"Chalco/Chinalco, HQ Haidian, Beijing (SSE:601600/HK:2600). World's largest aluminium producer - bauxite, alumina refining, primary aluminium & alloys, carbon anodes."
mitsubishi heavy industries,Tokyo,Japan,turbochargers & industrial machinery,https://www.mhi.com/network/products/automobile.html,https://www.mhi.com/group/mhiet/products,medium,"MHI, HQ Marunouchi, Chiyoda, Tokyo (TSE:7011). DIVERSIFIED heavy-industry conglomerate (ships, aircraft, power, machinery); auto slice = turbochargers (MHI Engine & Turbocharger) + AC compressors, machine tools, forklifts."
3m,Maplewood,United States,"automotive adhesives, tapes, abrasives & films",https://www.britannica.com/money/3M-Company,https://www.3mindustry.com/about.html,medium,"HQ 3M Center, Maplewood/St. Paul, Minnesota (NYSE:MMM). DIVERSIFIED conglomerate; auto slice = adhesives & tapes, abrasives, window/paint-protection films, NVH & bonding solutions."
eve energy,Huizhou,China,lithium battery cells (LFP/cylindrical),https://en.wikipedia.org/wiki/EVE_Energy,https://www.forbes.com/companies/eve-energy/,high,"HQ & lead plant Huizhou, Guangdong (SZSE:300014). Cylindrical/prismatic LFP cells, packs, BMS + primary lithium cells; supplies BMW/Mercedes."
daido metal,Nagoya,Japan,engine plain bearings,https://www.marklines.com/en/top500/daido-metal,https://www.daidometal.com/product-search/?product_type=engine-bearings,high,"HQ Nagoya, Aichi (TSE:7245). Leading Japan maker of plain/slide bearings for engines, turbochargers, shock absorbers + large marine-engine bearings. NAME NOTE: distinct from Daido Steel (special steel, separate row)."
daido steel,Nagoya,Japan,special/alloy steel,https://www.globaldata.com/company-profile/daido-steel-co-ltd/locations/,https://www.dnb.com/business-directory/company-profiles.daido_steel_co_ltd.8ef32e441b41e89efa6da19ec1eb682d.html,high,"HQ Higashi-ku, Nagoya, Aichi (TSE:5471). World's largest specialty-steel maker - alloy/tool/bearing steel, die-forged parts + rare-earth magnets. NAME NOTE: distinct from Daido Metal (bearings, separate row)."
seah,Pohang,South Korea,steel pipes & tubes,http://eng.seah.co.kr/eng/seah/business_02.asp,https://en.wikipedia.org/wiki/SeAh_Steel_Holdings,high,"SeAH Steel; main plant Pohang (~1.2Mt; also Suncheon/Changwon/Gunsan), corporate HQ Seoul (2018 split: SeAH Steel Holdings + SeAH Steel). Welded/seamless/stainless steel pipes & tubes. NAME NOTE: this is SeAH Steel (pipes) - distinct from SeAH Besteel (special steel, earlier batch)."
konica minolta,Tokyo,Japan,measuring instruments & imaging/functional materials,https://en.wikipedia.org/wiki/Konica_Minolta,https://www.dnb.com/business-directory/company-profiles.konica_minolta_inc.c2f6a3825324bc9fd1ae90ec6d12caa7.html,medium,"HQ Marunouchi, Chiyoda, Tokyo (TSE:4902). DIVERSIFIED (office printers/MFPs, healthcare imaging); auto-relevant slice = Sensing business (color/light measuring instruments used in paint/quality) + functional materials (TAC film). GRAPH-FIT is loose - noted."
qst international,Tainan,Taiwan,automotive fasteners & cold-formed parts,https://finance.yahoo.com/quote/8349.TWO/profile/,https://www.globalfastener.com/profile/qst/,high,"QST International Corp (TPEx:8349), HQ Tainan; plants Taiwan & China. Proprietary/auto fasteners - weld bolts/studs, screws, rivets, cold-formed parts (Torx/Taptite licensee). (Fasteners, not steelmaking.)"
right way industrial,UNCERTAIN,Taiwan,cast & forged automotive parts,https://www.rightway.com.tw/,https://www.rightway.com.tw/,medium,"Right Way Industrial Co (Taiwan) - casting & forging parts for vehicles (fits China Steel -> engine-part customers). Company verified via rightway.com.tw, but city not determinable from available sources - city left UNCERTAIN, kept medium."
ijtt,Tokyo,Japan,commercial-vehicle engine & driveline forged/cast parts,https://www.ijtt.co.jp/en/,https://www.marklines.com/en/top500/ijtt,high,"IJTT Co (ex-IJT Technology Holdings), HQ Tokyo (TSE:7315), Isuzu group. Cylinder blocks, crankshafts, camshafts, propeller shafts, gears, axles for CV/construction OEMs. STATUS: merged into ARTS Co (Oct-2024)."
sanoh industrial,Tokyo,Japan,automotive brake & fuel tubes/pipes,https://www.marklines.com/en/top500/sanoh-industrial,https://www.sanoh.com/wp-content/uploads/2025/03/861a5add6ab16f456b75c72352f08f34.pdf,high,"HQ Tokyo (TSE:7291). World's #2 vehicle-tubing maker - brake tubes, fuel tubes/rails, plastic fuel tubes, EGR pipes + seatbelt parts."
china fineblanking technology,Changhua,Taiwan,fine-blanked precision metal parts,https://www.cftc.tw/,https://www.ezb2b.com/eng/c3797-china-fineblanking-technology-co-ltd,high,"CFTC, HQ Puyan, Changhua County, Taiwan; plants Taiwan & China. Fine-blanked precision parts for automotive (seat/transmission/brake), HDD, electronics. NAME NOTE: despite 'China' in the name it is a Taiwan-listed company."
steel pipe industry of indonesia pt,Surabaya,Indonesia,steel pipes & tubes,https://www.spindo.com/en/profile,https://www.idnfinancials.com/issp/pt-steel-pipe-industry-of-indonesia-tbk,high,"Spindo (IDX:ISSP), HQ & plants Surabaya (+ Pasuruan/Karawang/Sidoarjo). Indonesia's largest steel-pipe maker - structural/oil&gas/stainless/mechanical tubes; IATF 16949, supplies Honda/Yamaha."
hdc hyundai engineering plastics,Dangjin,South Korea,engineering-plastic compounds (PP/nylon/PC-ABS),https://en.wikipedia.org/wiki/HDC_Hyundai_EP,https://finance.yahoo.com/quote/089470.KS/profile/,high,"HQ & plant Dangjin, S. Chungcheong (KRX:089470), HDC group. PP compounds + engineering plastics (nylon, PC/ABS, PBT, PPS) for auto interior/exterior & E&E."
beijing shougang,Caofeidian,China,flat steel (HRC/CRC/electrical),"https://en.wikipedia.org/wiki/Beijing_Shougang_Co.,_Ltd.",https://www.gem.wiki/Shougang_Jingtang_United_Iron_and_Steel_Co_Ltd,high,"Beijing Shougang Co (SZSE:000959); steelmaking relocated from Beijing to Shougang Jingtang, Caofeidian (Tangshan), Hebei (reported per production-site rule; also Qian'an); corporate HQ Shijingshan, Beijing. HRC/CRC/electrical steel."
nippon steel trading,Tokyo,Japan,steel & materials trading,https://www.globaldata.com/company-profile/nippon-steel-trading-corp/,https://mergr.com/company/nippon-steel-trading,high,"Nippon Steel Trading Corp, HQ Nihonbashi, Chuo, Tokyo (TSE:9810). Trading arm of Nippon Steel - steel products distribution + raw materials, machinery, textiles. Trader, not a maker."
obayashi,Tokyo,Japan,general construction & civil engineering,https://en.wikipedia.org/wiki/Obayashi_Corporation,https://www.obayashi.co.jp/en/company/profile.html,high,"HQ Konan, Minato, Tokyo (TSE:1802). One of Japan's big-5 general contractors - buildings, tunnels, bridges, dams, railways. SERVICE/construction firm."
jiangsu lopal tech,Nanjing,China,automotive lubricants/DEF & LFP cathode materials,https://stockanalysis.com/quote/sha/603906/company/,"https://baike.baidu.com/en/item/JIANGSU%20LOPAL%20TECH.CO.,LTD./947081",high,"HQ & plant Nanjing Economic-Tech Dev Zone, Jiangsu (SSE:603906; renamed Lopal Tech Group 2025). China's largest private lubricant maker - engine oil, coolant, brake fluid, AdBlue/DEF + lithium-iron-phosphate cathode materials."
garuda metalindo tbk pt,Jakarta,Indonesia,automotive fasteners (bolts/nuts),https://www.idnfinancials.com/bolt/pt-garuda-metalindo-tbk,https://www.investing.com/equities/garuda-metalindo-tbk-company-profile,high,"PT Garuda Metalindo (IDX:BOLT), HQ North Jakarta (Kapuk Kamal). Precision fasteners - bolts, nuts, screws, rivets, pins for engine/suspension/brake/chassis; motorcycle & auto industries."
dongsung chemical,Busan,South Korea,polyurethane resins/foams & coatings,https://finance.yahoo.com/quote/102260.KS/profile/,https://idongsung.com/affiliate03/?lang=en,medium,"Dongsung Chemical (KRX:102260, est. 1959). Polyurethane resins/foams, automotive TPU, PUR coatings, adhesives (fits the Adient/seating link) + bioplastics. City reported as Busan (group's home base) - not explicitly confirmed in sources, so kept medium."
kiswire,Busan,South Korea,steel tyre cord & bead wire,https://www.kiswire.com/english/product/product_1404.php,https://www.emis.com/php/company-profile/KR/Kis_Wire_Ltd_en_1650827.html,high,"Kiswire Ltd, HQ Busan (est. 1945). Steel tyre cord & bead wire (tyre reinforcement - fits the Nexen/tyre link), plus wire rope, spring/oil-tempered wire, superconducting wire."
kia,Hwaseong,South Korea,passenger vehicles,https://en.wikipedia.org/wiki/Kia,https://en.wikipedia.org/wiki/Kia,high,Main AutoLand plant Hwaseong (also Gwangmyeong/Gwangju); HQ Seoul (KRX:000270). Hyundai Motor Group.
general motors,Detroit,United States,passenger & commercial vehicles,https://en.wikipedia.org/wiki/General_Motors,https://www.gm.com/,high,"HQ Detroit, Michigan (NYSE:GM). Chevrolet/Buick/GMC/Cadillac."
lg energy solution,Seoul,South Korea,EV lithium-ion battery cells,https://en.wikipedia.org/wiki/LG_Energy_Solution,https://news.lgensol.com/company-news/supplementary-stories/1741/,high,"HQ Yeouido, Seoul (KRX:373220); mother plant Ochang. Spun off from LG Chem 2020."
chery automobile,Wuhu,China,passenger vehicles,https://en.wikipedia.org/wiki/Chery,https://en.wikipedia.org/wiki/Chery,high,"HQ & plants Wuhu, Anhui (state-owned). China's largest vehicle exporter."
mahindra & mahindra,Mumbai,India,SUVs & tractors,https://en.wikipedia.org/wiki/Mahindra_%26_Mahindra,https://www.globaldata.com/company-profile/mahindra-mahindra-ltd/,high,HQ Mumbai (NSE:M&M). SUVs/pickups + Mahindra Tractors (world's largest by volume).
bridgestone,Tokyo,Japan,automotive tires,https://en.wikipedia.org/wiki/Bridgestone,https://www.globaldata.com/company-profile/bridgestone-corp/,high,"HQ Kyobashi, Tokyo (TSE:5108). World's largest tyre maker."
mazda motor,Fuchu,Japan,passenger vehicles,https://en.wikipedia.org/wiki/Mazda,https://www.globaldata.com/company-profile/mazda-motor-corp/locations/,high,"HQ & main plant Fuchu, Hiroshima (TSE:7261); also Hofu."
aisin,Kariya,Japan,automatic transmissions & auto parts,https://en.wikipedia.org/wiki/Aisin,https://www.globaldata.com/company-profile/aisin-seiki-co-ltd/,high,"HQ Kariya, Aichi (TSE:7259), Toyota group. World's largest AT maker."
li auto,Changzhou,China,extended-range & battery electric vehicles,https://en.wikipedia.org/wiki/Li_Auto,https://cnevpost.com/2021/10/16/li-autos-2nd-plant-starts-construction-in-beijing-production-expected-in-2023/,high,"Main plant Changzhou, Jiangsu; HQ Beijing (NASDAQ:LI)."
toyota industries,Kariya,Japan,car A/C compressors & engines,https://en.wikipedia.org/wiki/Toyota_Industries,https://www.toyota-industries.com/company/location/japan/index.html,medium,"HQ Kariya (TSE:6201). DIVERSIFIED (forklifts/textile machinery); auto slice = A/C compressors, engines, contract assembly."
gac toyota motor,Guangzhou,China,passenger vehicles,https://en.wikipedia.org/wiki/GAC_Toyota,https://en.wikipedia.org/wiki/GAC_Toyota,high,50:50 JV GAC & Toyota; plants Guangzhou.
maruti suzuki india,Gurugram,India,passenger vehicles,https://www.marutisuzuki.com/corporate/reach-us/all-offices,https://en.wikipedia.org/wiki/Maruti_Suzuki,high,Plants Gurugram & Manesar (also Gujarat); HQ New Delhi (NSE:MARUTI). Suzuki subsidiary.
dr ing hc f porsche,Stuttgart,Germany,sports cars & SUVs,https://en.wikipedia.org/wiki/Porsche,https://newsroom.porsche.com/en/company/stuttgart-zuffenhausen.html,high,"Porsche AG, HQ & main plant Stuttgart-Zuffenhausen; VW Group."
rivian automotive,Normal,United States,electric trucks & SUVs,https://en.wikipedia.org/wiki/Rivian,https://rivian.com/our-company,high,"Plant Normal, Illinois; HQ Irvine, California (NASDAQ:RIVN)."
tong yang industry,Tainan,Taiwan,automotive body panels & cooling parts,https://www.tyg.com.tw/en/,https://www.cens.com/cens/html/en/supplier/supplier_home_5183.html,high,"Tong Yang Group (TWSE:1319), HQ Tainan. World's largest AM auto body-parts maker. NAME NOTE: Taiwanese (not Korean)."
toyoda gosei,Kiyosu,Japan,airbags & rubber/plastic auto parts,https://www.marklines.com/en/top500/toyoda-gosei,https://www.investing.com/equities/toyoda-gosei-co-ltd-company-profile,high,"HQ Kiyosu, Aichi (TSE:7282), Toyota group. Airbags + weatherstrips/fuel-system parts."
chuo spring,Nagoya,Japan,automotive springs & control cables,https://www.marklines.com/en/top500/chuo-spring,https://www.investing.com/equities/chuo-spring-co-ltd-company-profile,high,"HQ Nagoya (TSE:5992), Toyota group. Suspension/valve springs + control cables."
gestamp automocion,Madrid,Spain,metal body-in-white & chassis stampings,https://en.wikipedia.org/wiki/Gestamp,https://www.gestamp.com/About-Us/Gestamp-in-the-world/Centers/Europe/Spain/Gestamp-Headquarters,high,"HQ Madrid (BME:GEST). Body-in-white, chassis crossmembers, hinges."
nok,Tokyo,Japan,oil seals & gaskets,https://en.wikipedia.org/wiki/NOK_Corporation,https://www.komachine.com/en/companies/nok-seal,high,"HQ Minato, Tokyo (TSE:7240). ~70% Japan seal share + FPCs (Nippon Mektron)."
hyundai powertech,Seosan,South Korea,automatic transmissions,https://www.marklines.com/en/top500/hyundai-transys-hyundai-powertech,https://en.wikipedia.org/wiki/Hyundai_Transys,medium,Plant Seosan/Jigok. Merged into Hyundai Transys (2019).
seres,Chongqing,China,battery-electric & extended-range vehicles,https://en.wikipedia.org/wiki/Seres_Group,https://en.wikipedia.org/wiki/Seres_Group,high,"Ex-Sokon, HQ Chongqing (SSE:601127). AITO/Seres NEVs w/ Huawei."
jtekt,Osaka,Japan,automotive steering systems & bearings,https://en.wikipedia.org/wiki/JTEKT,https://koyo.jtekt.co.jp/en/,high,"HQ Osaka & Nagoya (TSE:6473), Toyota group. Steering (EPS) + Koyo bearings."
dana,Maumee,United States,driveline systems (axles & driveshafts),https://en.wikipedia.org/wiki/Dana_Incorporated,https://www.dnb.com/business-directory/company-profiles.dana_incorporated.a38dc94964e6cb8cc1f93402620ba31b.html,high,"HQ Maumee, Ohio (NYSE:DAN). Axles, driveshafts + e-drive."
holley,Bowling Green,United States,performance automotive parts (fuel systems),https://en.wikipedia.org/wiki/Holley_Performance_Products,https://www.dnb.com/business-directory/company-profiles.holley_performance_products_inc.78b2762caafd370cee7d293d69e9edd0.html,high,"HQ Bowling Green, Kentucky (NYSE:HLLY). Carburetors/EFI/ignition."
mobileye global,Jerusalem,Israel,ADAS & autonomous-driving systems (EyeQ),https://en.wikipedia.org/wiki/Mobileye,https://www.cbinsights.com/company/mobileye,high,HQ Jerusalem (NASDAQ:MBLY; Intel-controlled). EyeQ SoCs + ADAS.
chongqing changan automobile,Chongqing,China,passenger vehicles,https://en.wikipedia.org/wiki/Changan_Automobile,https://www.globaldata.com/company-profile/chongqing-changan-automobile-co-ltd/,high,"HQ Jiangbei, Chongqing (SZSE:000625). Changan/Deepal/Avatr."
zf trw automotive,Livonia,United States,automotive safety systems (airbags & seatbelts),https://en.wikipedia.org/wiki/TRW_Automotive,https://www.prnewswire.com/news-releases/zf-completes-acquisition-of-trw-automotive-300084065.html,high,"Legacy TRW HQ Livonia, Michigan. NAME NOTE: acquired by ZF (2015), now ZF's Active & Passive Safety division."
hitachi astemo,Tokyo,Japan,"automotive systems (powertrain, brakes, EV motors)",https://en.wikipedia.org/wiki/Astemo,https://www.astemo.com/en/corporate/outline/,high,HQ Tokyo. 2021 merger (Hitachi Auto+Keihin+Showa+Nissin Kogyo). Renamed 'Astemo' 2025.
nissin kogyo,Tomi,Japan,brake systems & aluminium components,https://en.wikipedia.org/wiki/Nissin_Kogyo,https://www.astemo.com/en/corporate/history/nissinkogyo/,medium,"HQ Tomi, Nagano. Merged into Hitachi Astemo 2021."
astra otoparts tbk pt,Jakarta,Indonesia,"automotive components (filters, batteries, pistons)",https://www.astra.co.id/en/business/automotive/astra-otoparts,https://www.marklines.com/en/top500/astra-otoparts,high,"PT Astra Otoparts (IDX:AUTO), HQ Jakarta; Astra group. Indonesia's largest auto-parts maker."
bosch,Gerlingen,Germany,"automotive mobility systems (powertrain, electronics, steering)",https://en.wikipedia.org/wiki/Bosch_(company),https://www.bosch-mobility.com/en/company/company-information/,medium,"Robert Bosch GmbH, HQ Gerlingen. World's largest auto-parts supplier. NAME NOTE: same entity as pilot's 'robert bosch'."
umw holdings bhd,Shah Alam,Malaysia,Toyota/Perodua vehicle assembly & distribution,https://simeumw.com/automotive/,https://www.dnb.com/business-directory/company-profiles.umw_holdings_berhad.a04803bd73bb7f638840de021a55dec4.html,medium,HQ Shah Alam. DIVERSIFIED; auto slice = UMW Toyota + Perodua. Delisted 2024 (now Sime Darby sub).
selamat sempurna tbk pt,Jakarta,Indonesia,automotive filters & radiators,https://smsm.co.id/,https://www.indonesia-investments.com/business/indonesian-companies/selamat-sempurna/item1529,high,"PT Selamat Sempurna (IDX:SMSM), HQ Jakarta; ADR Group. Sakura filters + ADR radiators."
xinchen china power,Mianyang,China,automotive engines,http://en.xce.com.cn/about.aspx?t=7,https://www.bitget.com/stock/hkex-1148/what-is,high,Mianyang Xinchen Engine (HKEX:1148); Brilliance-owned. Makes BMW N20 engines under licence.
getrag jiangxi transmission,Nanchang,China,dual-clutch transmissions (DCT),https://cn.kompass.com/c/getrag-jiangxi-transmission-co-ltd/cn013450/,https://autotechinsight.spglobal.com/news/5236463/magnas-getrag-begins-mass-production-of-3rd-generation-dct-at-chinese-plant-,high,"Getrag(Magna)/JMCG JV; plants Nanchang, Jiangxi. 6DCT/7DCT."
fev,Aachen,Germany,powertrain & vehicle engineering services,https://www.fev.com/en/about-fev/,https://www.fev.com/en/about-fev/,high,"FEV Group, HQ Aachen. Development-SERVICE provider (powertrain/e-drive engineering)."
dongwon metal,Gyeongsan,South Korea,automotive body-frame parts,https://stockanalysis.com/quote/krx/018500/company/,https://www.komachine.com/en/companies/dongwon-metal,high,"HQ Gyeongsan (KRX:018500). Door frames, impact/bumper beams, battery frames. NAME NOTE: not Dongwon F&B."
nvh korea,Ulsan,South Korea,"automotive NVH parts (dash pads, insulation, headliners)",https://www.komachine.com/en/companies/nvh-korea,https://finance.yahoo.com/quote/067570.KQ/,high,HQ Ulsan (KOSDAQ:067570). NVH & thermal parts.
gb corp/eg,Cairo,Egypt,vehicle assembly & distribution,https://en.wikipedia.org/wiki/GB_Corp,https://gb-corporation.com/,high,"GB Corp (ex-GB Auto/Ghabbour), HQ Cairo (EGX:GBCO). Egypt's largest automaker (Hyundai/Chery)."
hiroca holdings lid,Dongguan,China,automotive interior/exterior trim parts,https://www.hiroca.co/article_d.php?lang=en&tb=1&id=1705,https://finance.yahoo.com/quote/1338.TW/,medium,"Hiroca Holdings (TWSE:1338; 'lid'=Ltd); production Hirosawa Dongguan, China. NAME NOTE: Taiwanese, not Japanese."
sjm,Ansan,South Korea,automotive exhaust flexible tubes & decouplers,https://stockanalysis.com/quote/krx/123700/company/,https://www.freepatentsonline.com/6354632.html,high,"SJM Co (KRX:123700), HQ Ansan. Exhaust flex tubes/bellows/decouplers."
asti,Hamamatsu,Japan,automotive wire harnesses & ECUs,https://www.asti.co.jp/e/business/car/,https://www.asti.co.jp/e/company/outline/,high,"ASTI Corporation, HQ Hamamatsu. Wire harnesses + ECUs. NAME NOTE: Japanese (not Korean)."
j-max,Ogaki,Japan,automotive body stamped parts & dies,https://www.jp-jmax.co.jp/en/,https://www.jp-jmax.co.jp/en/intro/enkaku/,high,"J-MAX (ex-Marujun Seiki), HQ Ogaki, Gifu (TSE:8118). Body-framework stampings + dies."
kian shen,Taoyuan,Taiwan,truck/bus body frames & stamped parts,https://www.kian-shen.com/en/Web/index,https://www.investing.com/equities/kian-shen-company-profile,high,"Kian Shen (TWSE:1525), HQ Taoyuan. Truck/bus frames + stamping."
dangfeng electronic technology co lb,Shanghai,China,automotive electronics (cockpit/body & e-drive systems),https://www.marklines.com/en/top500/dongfeng-electronic-technology,https://in.marketscreener.com/quote/stock/DONG-FENG-ELECTRONIC-TECH-6500530/,high,"NAME NOTE: garbled = Dongfeng Electronic Technology Co Ltd (SSE:600081), HQ Shanghai."
